Areaname,STCOU,EAN010201F,EAN010201D,EAN010201N1,EAN010201N2,EAN010202F,EAN010202D,EAN010202N1,EAN010202N2,EAN010203F,EAN010203D,EAN010203N1,EAN010203N2,EAN010204F,EAN010204D,EAN010204N1,EAN010204N2,EAN010205F,EAN010205D,EAN010205N1,EAN010205N2,EAN010206F,EAN010206D,EAN010206N1,EAN010206N2,EAN010207F,EAN010207D,EAN010207N1,EAN010207N2,EAN012204F,EAN012204D,EAN012204N1,EAN012204N2,EAN012205F,EAN012205D,EAN012205N1,EAN012205N2,EAN012206F,EAN012206D,EAN012206N1,EAN012206N2,EAN012207F,EAN012207D,EAN012207N1,EAN012207N2
"Apache, AZ",04001,0,682274,0000,0000,0,712701,0000,0000,0,753385,0000,0000,0,804163,0000,0000,0,870868,0000,0000,0,910302,0000,0000,0,960253,0000,0000,0,31163,0000,0000,0,33229,0000,0000,0,33325,0000,0000,0,34612,0000,0000
"Cochise, AZ",04003,0,1622033,0000,0000,0,1749641,0000,0000,0,1875731,0000,0000,0,2057363,0000,0000,0,2310367,0000,0000,0,2417765,0000,0000,0,2568189,0000,0000,0,37336,0000,0000,0,40176,0000,0000,0,40736,0000,0000,0,41706,0000,0000
"Coconino, AZ",04005,0,1948045,0000,0000,0,2062750,0000,0000,0,2195462,0000,0000,0,2379687,0000,0000,0,2580304,0000,0000,0,2778153,0000,0000,0,2972357,0000,0000,0,30979,0000,0000,0,32683,0000,0000,0,33707,0000,0000,0,34623,0000,0000
"Gila, AZ",04007,0,520979,0000,0000,0,516085,0000,0000,0,529081,0000,0000,0,566860,0000,0000,0,612150,0000,0000,0,675755,0000,0000,0,713986,0000,0000,0,27459,0000,0000,0,28734,0000,0000,0,30046,0000,0000,0,30463,0000,0000
"Graham, AZ",04009,0,246176,0000,0000,0,262618,0000,0000,0,270639,0000,0000,0,285452,0000,0000,0,301961,0000,0000,0,342524,0000,0000,0,392690,0000,0000,0,28614,0000,0000,0,29311,0000,0000,0,31023,0000,0000,0,33532,0000,0000
"Greenlee, AZ",04011,0,192218,0000,0000,0,173711,0000,0000,0,176709,0000,0000,0,196150,0000,0000,0,213045,0000,0000,0,249965,0000,0000,0,291358,0000,0000,0,45395,0000,0000,0,46214,0000,0000,0,48302,0000,0000,0,51926,0000,0000
"La Paz, AZ",04012,0,194337,0000,0000,0,211152,0000,0000,0,203581,0000,0000,0,220852,0000,0000,0,237894,0000,0000,0,250974,0000,0000,0,265632,0000,0000,0,28369,0000,0000,0,29759,0000,0000,0,30443,0000,0000,0,31748,0000,0000
"Maricopa, AZ",04013,0,75852537,0000,0000,0,78601071,0000,0000,0,82033786,0000,0000,0,89959066,0000,0000,0,99451289,0000,0000,0,109124233,0000,0000,0,112363293,0000,0000,0,43966,0000,0000,0,45613,0000,0000,0,47219,0000,0000,0,47261,0000,0000
"Mohave, AZ",04015,0,1533261,0000,0000,0,1665391,0000,0000,0,1783119,0000,0000,0,1933161,0000,0000,0,2167686,0000,0000,0,2374257,0000,0000,0,2374424,0000,0000,0,29365,0000,0000,0,30630,0000,0000,0,31628,0000,0000,0,31272,0000,0000
"Navajo, AZ",04017,0,967141,0000,0000,0,1026172,0000,0000,0,1091455,0000,0000,0,1156280,0000,0000,0,1260759,0000,0000,0,1337505,0000,0000,0,1399722,0000,0000,0,31235,0000,0000,0,33201,0000,0000,0,33761,0000,0000,0,33914,0000,0000
"Pima, AZ",04019,0,14326055,0000,0000,0,15108747,0000,0000,0,15815612,0000,0000,0,17175566,0000,0000,0,18508302,0000,0000,0,19969719,0000,0000,0,20677670,0000,0000,0,36806,0000,0000,0,38343,0000,0000,0,39225,0000,0000,0,39099,0000,0000
"Pinal, AZ",04021,0,1705789,0000,0000,0,1838575,0000,0000,0,1968608,0000,0000,0,2130838,0000,0000,0,2351401,0000,0000,0,2503772,0000,0000,0,2802132,0000,0000,0,38136,0000,0000,0,38690,0000,0000,0,38739,0000,0000,0,39655,0000,0000
"Santa Cruz, AZ",04023,0,506347,0000,0000,0,493352,0000,0000,0,528222,0000,0000,0,560360,0000,0000,0,630766,0000,0000,0,690418,0000,0000,0,729676,0000,0000,0,34801,0000,0000,0,36058,0000,0000,0,37480,0000,0000,0,38295,0000,0000
"Yavapai, AZ",04025,0,1800383,0000,0000,0,1919368,0000,0000,0,2052077,0000,0000,0,2243187,0000,0000,0,2508767,0000,0000,0,2793966,0000,0000,0,2893515,0000,0000,0,28244,0000,0000,0,29577,0000,0000,0,30394,0000,0000,0,30077,0000,0000
"Yuma, AZ",04027,0,2198935,0000,0000,0,2511080,0000,0000,0,2432117,0000,0000,0,2666917,0000,0000,0,2860134,0000,0000,0,3083710,0000,0000,0,3246566,0000,0000,0,33084,0000,0000,0,34633,0000,0000,0,35832,0000,0000,0,37369,0000,0000
ARKANSAS,05000,0,45301357,0000,0000,0,46127098,0000,0000,0,49194772,0000,0000,0,52364870,0000,0000,0,54739193,0000,0000,0,57039901,0000,0000,0,60229338,0000,0000,0,34219,0000,0000,0,34999,0000,0000,0,35871,0000,0000,0,37501,0000,0000
"Arkansas, AR",05001,0,371674,0000,0000,0,359203,0000,0000,0,435770,0000,0000,0,461739,0000,0000,0,459609,0000,0000,0,474879,0000,0000,0,492575,0000,0000,0,33479,0000,0000,0,33035,0000,0000,0,33898,0000,0000,0,34730,0000,0000
"Ashley, AR",05003,0,410270,0000,0000,0,401571,0000,0000,0,420108,0000,0000,0,408561,0000,0000,0,431000,0000,0000,0,436062,0000,0000,0,418468,0000,0000,0,35974,0000,0000,0,38172,0000,0000,0,38951,0000,0000,0,38982,0000,0000
"Baxter, AR",05005,0,500730,0000,0000,0,500372,0000,0000,0,516949,0000,0000,0,560694,0000,0000,0,591047,0000,0000,0,621763,0000,0000,0,657592,0000,0000,0,26524,0000,0000,0,27100,0000,0000,0,27768,0000,0000,0,28711,0000,0000
"Benton, AR",05007,0,3453431,0000,0000,0,3747140,0000,0000,0,4053883,0000,0000,0,4507587,0000,0000,0,4814165,0000,0000,0,5067296,0000,0000,0,5398189,0000,0000,0,39757,0000,0000,0,40145,0000,0000,0,40559,0000,0000,0,41885,0000,0000
"Boone, AR",05009,0,523067,0000,0000,0,532288,0000,0000,0,557887,0000,0000,0,601022,0000,0000,0,633713,0000,0000,0,664032,0000,0000,0,676742,0000,0000,0,29693,0000,0000,0,30439,0000,0000,0,31252,0000,0000,0,31646,0000,0000
"Bradley, AR",05011,0,145663,0000,0000,0,146332,0000,0000,0,156973,0000,0000,0,166452,0000,0000,0,166035,0000,0000,0,169885,0000,0000,0,178530,0000,0000,0,27609,0000,0000,0,28607,0000,0000,0,29085,0000,0000,0,30229,0000,0000
"Calhoun, AR",05013,0,138523,0000,0000,0,147897,0000,0000,0,157068,0000,0000,0,156702,0000,0000,0,163343,0000,0000,0,157620,0000,0000,0,161758,0000,0000,0,40387,0000,0000,0,39869,0000,0000,0,42032,0000,0000,0,44281,0000,0000
"Carroll, AR",05015,0,339055,0000,0000,0,320580,0000,0000,0,334434,0000,0000,0,382486,0000,0000,0,376988,0000,0000,0,372026,0000,0000,0,401881,0000,0000,0,25751,0000,0000,0,25323,0000,0000,0,24576,0000,0000,0,26308,0000,0000
"Chicot, AR",05017,0,141883,0000,0000,0,122894,0000,0000,0,165553,0000,0000,0,154008,0000,0000,0,158542,0000,0000,0,149864,0000,0000,0,162049,0000,0000,0,28362,0000,0000,0,29096,0000,0000,0,27615,0000,0000,0,30358,0000,0000
"Clark, AR",05019,0,344684,0000,0000,0,351258,0000,0000,0,372081,0000,0000,0,386405,0000,0000,0,390649,0000,0000,0,406667,0000,0000,0,432337,0000,0000,0,28323,0000,0000,0,29112,0000,0000,0,30265,0000,0000,0,31569,0000,0000
"Clay, AR",05021,0,177884,0000,0000,0,156790,0000,0000,0,208749,0000,0000,0,192551,0000,0000,0,185665,0000,0000,0,176228,0000,0000,0,175748,0000,0000,0,24664,0000,0000,0,25097,0000,0000,0,24568,0000,0000,0,25975,0000,0000
"Cleburne, AR",05023,0,249107,0000,0000,0,255360,0000,0000,0,274633,0000,0000,0,291260,0000,0000,0,301145,0000,0000,0,306193,0000,0000,0,324951,0000,0000,0,23319,0000,0000,0,23177,0000,0000,0,23613,0000,0000,0,24849,0000,0000
"Cleveland, AR",05025,0,55265,0000,0000,0,46804,0000,0000,0,53363,0000,0000,0,60884,0000,0000,0,61598,0000,0000,0,55148,0000,0000,0,62526,0000,0000,0,29527,0000,0000,0,29558,0000,0000,0,26286,0000,0000,0,29817,0000,0000
"Columbia, AR",05027,0,407477,0000,0000,0,403508,0000,0000,0,422827,0000,0000,0,455946,0000,0000,0,466354,0000,0000,0,489196,0000,0000,0,511161,0000,0000,0,35246,0000,0000,0,35613,0000,0000,0,37122,0000,0000,0,38651,0000,0000
"Conway, AR",05029,0,283877,0000,0000,0,263054,0000,0000,0,281500,0000,0000,0,293566,0000,0000,0,291752,0000,0000,0,302853,0000,0000,0,326401,0000,0000,0,27398,0000,0000,0,26685,0000,0000,0,27057,0000,0000,0,28682,0000,0000
"Craighead, AR",05031,0,1461100,0000,0000,0,1514397,0000,0000,0,1639918,0000,0000,0,1712672,0000,0000,0,1789475,0000,0000,0,1861320,0000,0000,0,1939554,0000,0000,0,31483,0000,0000,0,32443,0000,0000,0,32763,0000,0000,0,33883,0000,0000
"Crawford, AR",05033,0,643016,0000,0000,0,660069,0000,0000,0,697460,0000,0000,0,737613,0000,0000,0,790420,0000,0000,0,825964,0000,0000,0,885439,0000,0000,0,28756,0000,0000,0,29744,0000,0000,0,30251,0000,0000,0,31245,0000,0000
"Crittenden, AR",05035,0,614759,0000,0000,0,591048,0000,0000,0,671581,0000,0000,0,700255,0000,0000,0,711962,0000,0000,0,761936,0000,0000,0,818604,0000,0000,0,32439,0000,0000,0,32496,0000,0000,0,33650,0000,0000,0,34607,0000,0000
"Cross, AR",05037,0,200272,0000,0000,0,179987,0000,0000,0,221298,0000,0000,0,218982,0000,0000,0,217116,0000,0000,0,207668,0000,0000,0,200645,0000,0000,0,25778,0000,0000,0,25943,0000,0000,0,24864,0000,0000,0,24400,0000,0000
"Dallas, AR",05039,0,119488,0000,0000,0,113127,0000,0000,0,114914,0000,0000,0,124260,0000,0000,0,134204,0000,0000,0,131340,0000,0000,0,135707,0000,0000,0,27025,0000,0000,0,28973,0000,0000,0,28608,0000,0000,0,30578,0000,0000
"Desha, AR",05041,0,205777,0000,0000,0,198583,0000,0000,0,243801,0000,0000,0,214906,0000,0000,0,216972,0000,0000,0,217063,0000,0000,0,217718,0000,0000,0,29100,0000,0000,0,29812,0000,0000,0,29998,0000,0000,0,31214,0000,0000
"Drew, AR",05043,0,237546,0000,0000,0,227998,0000,0000,0,254129,0000,0000,0,260957,0000,0000,0,268970,0000,0000,0,266753,0000,0000,0,274079,0000,0000,0,27254,0000,0000,0,28414,0000,0000,0,28770,0000,0000,0,29439,0000,0000
"Faulkner, AR",05045,0,1319552,0000,0000,0,1351349,0000,0000,0,1425096,0000,0000,0,1492620,0000,0000,0,1608450,0000,0000,0,1770568,0000,0000,0,1893019,0000,0000,0,31245,0000,0000,0,32082,0000,0000,0,33445,0000,0000,0,34357,0000,0000
"Franklin, AR",05047,0,187792,0000,0000,0,179489,0000,0000,0,201191,0000,0000,0,230220,0000,0000,0,225782,0000,0000,0,221327,0000,0000,0,240465,0000,0000,0,30667,0000,0000,0,30177,0000,0000,0,29841,0000,0000,0,32412,0000,0000
"Fulton, AR",05049,0,73442,0000,0000,0,71516,0000,0000,0,82824,0000,0000,0,85436,0000,0000,0,89465,0000,0000,0,96421,0000,0000,0,99770,0000,0000,0,17400,0000,0000,0,17772,0000,0000,0,19059,0000,0000,0,19392,0000,0000
"Garland, AR",05051,0,1229610,0000,0000,0,1255373,0000,0000,0,1318052,0000,0000,0,1392090,0000,0000,0,1460072,0000,0000,0,1528953,0000,0000,0,1573702,0000,0000,0,27381,0000,0000,0,27975,0000,0000,0,28629,0000,0000,0,28969,0000,0000
"Grant, AR",05053,0,134169,0000,0000,0,134793,0000,0000,0,144432,0000,0000,0,147122,0000,0000,0,157811,0000,0000,0,163960,0000,0000,0,173007,0000,0000,0,24427,0000,0000,0,25470,0000,0000,0,25910,0000,0000,0,26185,0000,0000
"Greene, AR",05055,0,500027,0000,0000,0,490889,0000,0000,0,564556,0000,0000,0,573871,0000,0000,0,607770,0000,0000,0,633722,0000,0000,0,641256,0000,0000,0,29956,0000,0000,0,30535,0000,0000,0,31549,0000,0000,0,32117,0000,0000
"Hempstead, AR",05057,0,336427,0000,0000,0,324869,0000,0000,0,345710,0000,0000,0,357951,0000,0000,0,358356,0000,0000,0,347382,0000,0000,0,362138,0000,0000,0,30184,0000,0000,0,30816,0000,0000,0,29818,0000,0000,0,31395,0000,0000
"Hot Spring, AR",05059,0,274561,0000,0000,0,276413,0000,0000,0,284619,0000,0000,0,321529,0000,0000,0,339057,0000,0000,0,368112,0000,0000,0,370611,0000,0000,0,28374,0000,0000,0,28562,0000,0000,0,29853,0000,0000,0,30323,0000,0000
"Howard, AR",05061,0,313919,0000,0000,0,286180,0000,0000,0,297292,0000,0000,0,335944,0000,0000,0,339920,0000,0000,0,328236,0000,0000,0,345936,0000,0000,0,32496,0000,0000,0,33793,0000,0000,0,32454,0000,0000,0,34521,0000,0000
"Independence, AR",05063,0,575171,0000,0000,0,571201,0000,0000,0,598839,0000,0000,0,638807,0000,0000,0,654018,0000,0000,0,673743,0000,0000,0,697367,0000,0000,0,29018,0000,0000,0,29225,0000,0000,0,30137,0000,0000,0,31532,0000,0000
"Izard, AR",05065,0,109039,0000,0000,0,108262,0000,0000,0,120907,0000,0000,0,131213,0000,0000,0,130680,0000,0000,0,132066,0000,0000,0,137739,0000,0000,0,23892,0000,0000,0,23903,0000,0000,0,23520,0000,0000,0,23679,0000,0000
"Jackson, AR",05067,0,218405,0000,0000,0,202133,0000,0000,0,239192,0000,0000,0,245940,0000,0000,0,248696,0000,0000,0,250391,0000,0000,0,256028,0000,0000,0,28308,0000,0000,0,28804,0000,0000,0,29119,0000,0000,0,29913,0000,0000
"Jefferson, AR",05069,0,1371587,0000,0000,0,1402921,0000,0000,0,1488810,0000,0000,0,1565616,0000,0000,0,1606790,0000,0000,0,1647401,0000,0000,0,1663235,0000,0000,0,35872,0000,0000,0,36855,0000,0000,0,38209,0000,0000,0,39198,0000,0000
"Johnson, AR",05071,0,277741,0000,0000,0,277089,0000,0000,0,296644,0000,0000,0,325348,0000,0000,0,329195,0000,0000,0,331495,0000,0000,0,370294,0000,0000,0,27230,0000,0000,0,27575,0000,0000,0,27685,0000,0000,0,30162,0000,0000
"Lafayette, AR",05073,0,86497,0000,0000,0,75685,0000,0000,0,86004,0000,0000,0,90026,0000,0000,0,81322,0000,0000,0,72192,0000,0000,0,77448,0000,0000,0,32291,0000,0000,0,30780,0000,0000,0,28854,0000,0000,0,31254,0000,0000
"Lawrence, AR",05075,0,173153,0000,0000,0,152930,0000,0000,0,188832,0000,0000,0,185734,0000,0000,0,186937,0000,0000,0,180850,0000,0000,0,181009,0000,0000,0,23624,0000,0000,0,24084,0000,0000,0,23622,0000,0000,0,23671,0000,0000
"Lee, AR",05077,0,123421,0000,0000,0,97054,0000,0000,0,145804,0000,0000,0,124798,0000,0000,0,120494,0000,0000,0,121142,0000,0000,0,130787,0000,0000,0,32423,0000,0000,0,31742,0000,0000,0,31754,0000,0000,0,34545,0000,0000
"Lincoln, AR",05079,0,123224,0000,0000,0,103235,0000,0000,0,136017,0000,0000,0,138943,0000,0000,0,136651,0000,0000,0,133962,0000,0000,0,141645,0000,0000,0,29938,0000,0000,0,30407,0000,0000,0,29488,0000,0000,0,30974,0000,0000
"Little River, AR",05081,0,239350,0000,0000,0,236971,0000,0000,0,263529,0000,0000,0,262128,0000,0000,0,262898,0000,0000,0,271871,0000,0000,0,297125,0000,0000,0,40830,0000,0000,0,40937,0000,0000,0,42486,0000,0000,0,44032,0000,0000
"Logan, AR",05083,0,227235,0000,0000,0,218742,0000,0000,0,245541,0000,0000,0,262336,0000,0000,0,255031,0000,0000,0,253957,0000,0000,0,286734,0000,0000,0,28450,0000,0000,0,27763,0000,0000,0,27437,0000,0000,0,30176,0000,0000
"Lonoke, AR",05085,0,387831,0000,0000,0,388594,0000,0000,0,449261,0000,0000,0,472059,0000,0000,0,497094,0000,0000,0,530237,0000,0000,0,558177,0000,0000,0,24208,0000,0000,0,24577,0000,0000,0,25241,0000,0000,0,25593,0000,0000
"Madison, AR",05087,0,138271,0000,0000,0,133053,0000,0000,0,151102,0000,0000,0,171322,0000,0000,0,168401,0000,0000,0,165229,0000,0000,0,178055,0000,0000,0,26236,0000,0000,0,25251,0000,0000,0,24504,0000,0000,0,25768,0000,0000
"Marion, AR",05089,0,128992,0000,0000,0,127126,0000,0000,0,137075,0000,0000,0,151059,0000,0000,0,155550,0000,0000,0,161768,0000,0000,0,169040,0000,0000,0,22290,0000,0000,0,22276,0000,0000,0,22881,0000,0000,0,23471,0000,0000
"Miller, AR",05091,0,578519,0000,0000,0,585461,0000,0000,0,612669,0000,0000,0,662732,0000,0000,0,663198,0000,0000,0,673164,0000,0000,0,694393,0000,0000,0,33816,0000,0000,0,33223,0000,0000,0,33788,0000,0000,0,35181,0000,0000
"Mississippi, AR",05093,0,824293,0000,0000,0,798446,0000,0000,0,883605,0000,0000,0,894603,0000,0000,0,921597,0000,0000,0,1000735,0000,0000,0,1075991,0000,0000,0,37546,0000,0000,0,38017,0000,0000,0,39965,0000,0000,0,42359,0000,0000
"Monroe, AR",05095,0,91580,0000,0000,0,70354,0000,0000,0,99636,0000,0000,0,98431,0000,0000,0,96762,0000,0000,0,91901,0000,0000,0,99359,0000,0000,0,24131,0000,0000,0,23572,0000,0000,0,22992,0000,0000,0,24606,0000,0000
"Montgomery, AR",05097,0,82452,0000,0000,0,70556,0000,0000,0,81550,0000,0000,0,88588,0000,0000,0,91027,0000,0000,0,87520,0000,0000,0,93940,0000,0000,0,23374,0000,0000,0,23515,0000,0000,0,22750,0000,0000,0,24812,0000,0000
"Nevada, AR",05099,0,97810,0000,0000,0,95361,0000,0000,0,105830,0000,0000,0,121571,0000,0000,0,123383,0000,0000,0,123005,0000,0000,0,129051,0000,0000,0,31800,0000,0000,0,31079,0000,0000,0,31315,0000,0000,0,33278,0000,0000
"Newton, AR",05101,0,42514,0000,0000,0,41082,0000,0000,0,44711,0000,0000,0,47876,0000,0000,0,49642,0000,0000,0,51758,0000,0000,0,53610,0000,0000,0,16549,0000,0000,0,16816,0000,0000,0,17504,0000,0000,0,17966,0000,0000
"Ouachita, AR",05103,0,268718,0000,0000,0,262955,0000,0000,0,269035,0000,0000,0,294709,0000,0000,0,306112,0000,0000,0,321165,0000,0000,0,323218,0000,0000,0,28535,0000,0000,0,30070,0000,0000,0,30751,0000,0000,0,31728,0000,0000
"Perry, AR",05105,0,60493,0000,0000,0,54071,0000,0000,0,61825,0000,0000,0,67655,0000,0000,0,67485,0000,0000,0,67167,0000,0000,0,75785,0000,0000,0,22918,0000,0000,0,22768,0000,0000,0,22562,0000,0000,0,24662,0000,0000
"Phillips, AR",05107,0,259949,0000,0000,0,220659,0000,0000,0,285668,0000,0000,0,273793,0000,0000,0,273076,0000,0000,0,267824,0000,0000,0,280517,0000,0000,0,28246,0000,0000,0,29240,0000,0000,0,28839,0000,0000,0,30199,0000,0000
"Pike, AR",05109,0,127472,0000,0000,0,111148,0000,0000,0,117945,0000,0000,0,129383,0000,0000,0,136971,0000,0000,0,132783,0000,0000,0,136946,0000,0000,0,30103,0000,0000,0,31144,0000,0000,0,29879,0000,0000,0,31781,0000,0000
"Poinsett, AR",05111,0,233051,0000,0000,0,198255,0000,0000,0,272791,0000,0000,0,273154,0000,0000,0,279260,0000,0000,0,269201,0000,0000,0,263119,0000,0000,0,27530,0000,0000,0,27823,0000,0000,0,27690,0000,0000,0,28274,0000,0000
"Polk, AR",05113,0,257463,0000,0000,0,231830,0000,0000,0,245177,0000,0000,0,269911,0000,0000,0,279363,0000,0000,0,273257,0000,0000,0,288694,0000,0000,0,26889,0000,0000,0,27236,0000,0000,0,26740,0000,0000,0,28204,0000,0000
"Pope, AR",05115,0,926582,0000,0000,0,927782,0000,0000,0,955343,0000,0000,0,1047445,0000,0000,0,1142089,0000,0000,0,1148215,0000,0000,0,1208389,0000,0000,0,31725,0000,0000,0,32522,0000,0000,0,32235,0000,0000,0,33622,0000,0000
"Prairie, AR",05117,0,67536,0000,0000,0,56097,0000,0000,0,97088,0000,0000,0,94822,0000,0000,0,86157,0000,0000,0,81669,0000,0000,0,84636,0000,0000,0,27955,0000,0000,0,26156,0000,0000,0,25714,0000,0000,0,27390,0000,0000
"Pulaski, AR",05119,0,11458571,0000,0000,0,12109545,0000,0000,0,12534687,0000,0000,0,13354918,0000,0000,0,13956876,0000,0000,0,14717045,0000,0000,0,16049414,0000,0000,0,44047,0000,0000,0,45265,0000,0000,0,47052,0000,0000,0,50579,0000,0000
"Randolph, AR",05121,0,170254,0000,0000,0,157502,0000,0000,0,180361,0000,0000,0,193598,0000,0000,0,197120,0000,0000,0,195323,0000,0000,0,202402,0000,0000,0,23506,0000,0000,0,23724,0000,0000,0,23719,0000,0000,0,25453,0000,0000
"St. Francis, AR",05123,0,327677,0000,0000,0,329116,0000,0000,0,348219,0000,0000,0,361119,0000,0000,0,387280,0000,0000,0,379557,0000,0000,0,385666,0000,0000,0,30632,0000,0000,0,32588,0000,0000,0,32455,0000,0000,0,33961,0000,0000
"Saline, AR",05125,0,683340,0000,0000,0,737311,0000,0000,0,765634,0000,0000,0,782147,0000,0000,0,831812,0000,0000,0,888083,0000,0000,0,942520,0000,0000,0,29421,0000,0000,0,30186,0000,0000,0,30876,0000,0000,0,31257,0000,0000
"Scott, AR",05127,0,134193,0000,0000,0,118637,0000,0000,0,128242,0000,0000,0,148435,0000,0000,0,146514,0000,0000,0,136237,0000,0000,0,149340,0000,0000,0,29824,0000,0000,0,29041,0000,0000,0,27160,0000,0000,0,30440,0000,0000
"Searcy, AR",05129,0,57019,0000,0000,0,53665,0000,0000,0,59900,0000,0000,0,61238,0000,0000,0,63403,0000,0000,0,68951,0000,0000,0,70859,0000,0000,0,16213,0000,0000,0,16396,0000,0000,0,17599,0000,0000,0,17746,0000,0000
"Sebastian, AR",05131,0,3085826,0000,0000,0,3056187,0000,0000,0,3158319,0000,0000,0,3360709,0000,0000,0,3606726,0000,0000,0,3847937,0000,0000,0,3873168,0000,0000,0,38186,0000,0000,0,40100,0000,0000,0,42020,0000,0000,0,42099,0000,0000
"Sevier, AR",05133,0,208841,0000,0000,0,203461,0000,0000,0,223266,0000,0000,0,246157,0000,0000,0,253600,0000,0000,0,250623,0000,0000,0,269422,0000,0000,0,31816,0000,0000,0,32113,0000,0000,0,31513,0000,0000,0,33481,0000,0000
"Sharp, AR",05135,0,123681,0000,0000,0,117636,0000,0000,0,126436,0000,0000,0,138015,0000,0000,0,140719,0000,0000,0,143154,0000,0000,0,149944,0000,0000,0,23472,0000,0000,0,23595,0000,0000,0,24084,0000,0000,0,25636,0000,0000
"Stone, AR",05137,0,109936,0000,0000,0,99421,0000,0000,0,107889,0000,0000,0,117518,0000,0000,0,120744,0000,0000,0,121297,0000,0000,0,132127,0000,0000,0,21848,0000,0000,0,21922,0000,0000,0,21446,0000,0000,0,23095,0000,0000
"Union, AR",05139,0,898327,0000,0000,0,1015520,0000,0000,0,928343,0000,0000,0,962198,0000,0000,0,1014798,0000,0000,0,1061580,0000,0000,0,1096986,0000,0000,0,36344,0000,0000,0,38362,0000,0000,0,40364,0000,0000,0,42138,0000,0000
"Van Buren, AR",05141,0,119211,0000,0000,0,118202,0000,0000,0,125000,0000,0000,0,134342,0000,0000,0,138058,0000,0000,0,144844,0000,0000,0,153735,0000,0000,0,21471,0000,0000,0,22185,0000,0000,0,23061,0000,0000,0,24523,0000,0000
"Washington, AR",05143,0,3230751,0000,0000,0,3408379,0000,0000,0,3632666,0000,0000,0,4047930,0000,0000,0,4359423,0000,0000,0,4607719,0000,0000,0,4820351,0000,0000,0,36221,0000,0000,0,37115,0000,0000,0,38001,0000,0000,0,39538,0000,0000
"White, AR",05145,0,866988,0000,0000,0,869624,0000,0000,0,929858,0000,0000,0,971617,0000,0000,0,999175,0000,0000,0,1029560,0000,0000,0,1059493,0000,0000,0,27970,0000,0000,0,28266,0000,0000,0,28936,0000,0000,0,30025,0000,0000
"Woodruff, AR",05147,0,92155,0000,0000,0,73661,0000,0000,0,101143,0000,0000,0,90579,0000,0000,0,84564,0000,0000,0,81652,0000,0000,0,85766,0000,0000,0,27692,0000,0000,0,25805,0000,0000,0,24454,0000,0000,0,25943,0000,0000
"Yell, AR",05149,0,242191,0000,0000,0,229047,0000,0000,0,245728,0000,0000,0,278057,0000,0000,0,281095,0000,0000,0,270234,0000,0000,0,283256,0000,0000,0,27778,0000,0000,0,27386,0000,0000,0,26817,0000,0000,0,28748,0000,0000
CALIFORNIA,06000,0,893445286,0000,0000,0,904549280,0000,0000,0,940593350,0000,0000,0,1006805673,0000,0000,0,1063723637,0000,0000,0,1123772908,0000,0000,0,1166301978,0000,0000,0,50857,0000,0000,0,52708,0000,0000,0,54125,0000,0000,0,54896,0000,0000
"Alameda, CA",06001,0,45158382,0000,0000,0,45667248,0000,0000,0,47464154,0000,0000,0,50042624,0000,0000,0,52301353,0000,0000,0,55076460,0000,0000,0,56811286,0000,0000,0,57456,0000,0000,0,59533,0000,0000,0,61209,0000,0000,0,61866,0000,0000
"Alpine, CA",06003,0,29932,0000,0000,0,30675,0000,0000,0,31592,0000,0000,0,33314,0000,0000,0,34999,0000,0000,0,36361,0000,0000,0,36527,0000,0000,0,29665,0000,0000,0,30728,0000,0000,0,32064,0000,0000,0,32211,0000,0000
"Amador, CA",06005,0,480630,0000,0000,0,547711,0000,0000,0,569700,0000,0000,0,654508,0000,0000,0,679000,0000,0000,0,713314,0000,0000,0,748048,0000,0000,0,35004,0000,0000,0,35377,0000,0000,0,36541,0000,0000,0,37076,0000,0000
"Butte, CA",06007,0,2892227,0000,0000,0,3065450,0000,0000,0,3209075,0000,0000,0,3441998,0000,0000,0,3675215,0000,0000,0,3845481,0000,0000,0,3979580,0000,0000,0,33104,0000,0000,0,34492,0000,0000,0,35442,0000,0000,0,36238,0000,0000
